 1CH2                                                   3CH2                                                    0.251E-10  0.000E+00  0.000E+00  0.200E+01  0.100E+03  4.000e-01  7.500e-01  1.500e+00  6.500e+00  4.800e-01  1.000e+00  1.000e+00  2.400e-01  4.000e-01  3.500e-01  1.600e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 O1D                                                    O3P                                                     0.215E-10  0.000E+00 -0.110E+03  0.200E+01  0.100E+03  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
 N2D                                                    N4S                                                     0.170E-13  0.000E+00  0.000E+00  0.200E+01  0.100E+03  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
H2NO                                                   HNOH                                                    0.239E-04 -0.399E+01  0.221E+05  0.200E+01  0.100E+03  1.000e+00  1.000e+00  1.000e+00  1.000e+01  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00  1.000e+00
